NO,순번,표준단어명,표준단어 영문약어명,표준단어 영문명,표준단어 설명,형식단어여부,표준도메인분류명,이음동의어 목록,금칙어 목록,변경구분,변경일자,범정부표준준수 여부,범정부표준적용 차수,최종수정일시
2.다른 방면,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
146,146,AP컬럼,AP COLUMN,APCOL,(테이블·엑셀 등) AP컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
147,147,API,APPLICATION PROGRAM INTERFACE,API,응용프로그램 인터페이스. 응용프로그램을 개발하기 위한 함수의 집합,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
148,148,적용,APPLICATION,APLCN,適用. 알맞게 이용하거나 맞추어 씀,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
149,149,신청자,APPLICANT,APLCNT,申請者. 관청이나 기관， 단체에 대하여 어떤 사항을 요청하는 사람,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
150,150,신청서,(MAKE AN APPLICATION) APPLICATION DOCUMENT,APLD,단체나 기관에 어떠한 일이나 물건을 알려 청구하는 내용을 기록한 문서,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
151,151,신청,APPLY,APLY,申請. 단체나 기관에 어떠한 일이나 물건을 알려 청구함,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
152,152,부임,APPOINTMENT,APNTMN,赴任 임명이나 발령을 받아 근무할 곳으로 감,N,,발령， 선임， 임명， 임용,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
153,153,애플리케이션,APPLICATION (APP),APP,애플리케이션 (응용 소프트웨어의 총칭 또는 컴퓨터에 의한 실무 처리 등에 적합한 특정 업무),N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
154,154,출원,(PATENT) APPLICANT,APPL,出願. 청원이나 원서를 냄,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
155,155,출현,APPEARANCE,APRC,나타나거나 또는 나타나서 보임,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
156,156,장치,APPARATUS,APRTS,어떤 목적에 따라 기능하도록 기계， 도구 따위를 그 장소에 장착함. 또는 그 기계， 도구， 설비,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
157,157,승인,APPROVAL,APRV,承認. 어떤 사실을 마땅하다고 받아들임. 어떤 특정한 행위에 대하여 행하는 승낙이나 동의,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
158,158,결재자,(SIGN) AUTHORIZE PERSON,APRVR,결재할 권한이 있는 사람,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
159,159,AQ컬럼,AQ COLUMN,AQCOL,(테이블·엑셀 등) AQ컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
160,160,건축,ARCHITECTURE,ARCH,집이나 성， 다리 따위의 구조물을 그 목적에 따라 설계하여 흙이나 나무， 돌， 벽돌， 쇠 따위를 써서 세우거나 쌓아 만드는 일,N,,,,제정,2023-09-06 00:00:00.0,Y,5차,20241111 13:35:04
161,161,AR컬럼,AR COLUMN,ARCOL,(테이블·엑셀 등) AR컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
162,162,면적,AREA,AREA,面積. 면이 이차원의 공간을 차지하는 넓이의 크기,Y,,,,제정,2023-09-06 00:00:00.0,Y,5차,20241111 13:35:04
163,163,비산,ARSENIC ACID,ARNC,비소 화합물의 하나,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
164,164,주변,AROUND,ARND,어떤 대상의 둘레 또는 근처,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
165,165,정리,ARRANGEMENT,ARNGMT,整理. 문제가 되거나 불필요한 것을 줄이거나 없애서 말끔하게 바로잡음,N,,,,제정,2023-09-06 00:00:00.0,Y,4차,20241111 13:35:04
166,166,기압,ATMOSPHERIC PRESSURE,ARPR,氣壓 공기 압력,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
167,167,도착항,ARRIVAL PORT,ARPT,도착하는 항구 또는 공항,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
168,168,대기질,AIR QUALITY,ARQLT,대기의 성질. 대기의 구성 성분， 오염 정도 따위의 전반적인 상태를 말한다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
169,169,배치,ARRANGEMENT (PLACEMENT),ARRN,사람이나 물자 따위를 일정한 자리에 나누어 둠,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
170,170,항목별,ARTICLE (ITEM),ARTCL,항목에 따른， 항목마다의,N,,항목,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
171,171,인공,ARTIFICIAL,ARTFC,자연 그대로의 사물에 사람의 손길이나 힘을 가하여 바꾸어 놓는 일,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
172,172,기온,AIR TEMPERATURE,ARTMP,氣溫 대기의 온도. [보통， 지면으로부터 1.5m 높이에 있는 공기의 온도를 이름.],N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
173,173,도착,ARRIVAL,ARVL,목적한 곳에 다다름,N,,,,수정,2022-09-23 00:00:00.0,Y,3차,20241111 13:35:04
174,174,도착지,ARRIVAL PLACE,ARVLP,어떤 곳에 이르러 닿는 곳,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
175,175,AS컬럼,AS COLUMN,ASCOL,(테이블·엑셀 등) AS컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
176,176,할당,ASSIGNMENT,ASGN,몫을 갈라 나눔. 또는 그 나눈 몫,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
177,177,보조,ASSISTANCE,ASIST,보태어 도움,N,,,,수정,2021-07-14 00:00:00.0,Y,6차,20241111 13:35:04
178,178,해발,ABOVE SEA LEVEL,ASL,海拔 바다의 평균 수면을 기준으로 하여 잰 어느 지점의 높이,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
179,179,의원,ASSEMBLYMAN,ASMB,議員 국회나 지방 의회와 같은 합의체(合議體)의 구성원으로 의결권을 가진 사람,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
180,180,과제,ASSIGNMENT (TASK),ASMT,처리하거나 해결해야할 문제,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
181,181,비소,ARSENIC,ASNC,금속광택이 나는 결정성의 비금속 원소,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
182,182,자산,ASSET,AST,資産. 개인이나 법인이 소유하고 있는 경제적 가치가 있는 유형/무형의 재산,N,,,,제정,2023-09-06 00:00:00.0,Y,5차,20241111 13:35:04
183,183,부착조류,ATTACHED ALGAE,ATAG,바위와 같은 견고한 표면에 붙어 살아가는 조류. 물이 있는 해얌 및 하천이나 호소 등지에서 발견된다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
184,184,첨부,ATTACHMENT,ATCH,안건이나 문서 따위를 덧붙임,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
185,185,AT컬럼,AT COLUMN,ATCOL,(테이블·엑셀 등) AT컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
186,186,첨부파일,ATTACHMENT FILE,ATFL,덧붙이는 파일,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
187,187,직권,ONE'S AUTHORITY,ATHR,직무상의 권한,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
188,188,가을,AUTUMN,ATMN,한 해의 네 철 가운데 세번째. 여름과 겨울 사이의 계절로 입추에서 입동 전까지를 이름,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
189,189,출석,ATTEND,ATND,어떤 자리에 나아가 참석함,N,,참석,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
190,190,차량2부제,ALTERNATE NO-DRIVING SYSTEM,ATNDS,차량 번호 끝자리가 홀수인 차량은 홀수 일에만， 짝수인 차량은 짝수 일에만 자동차를 운행할 수 있게 하는 제도,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
191,191,결재,AUTHORIZATION,ATRZ,決裁. 결정할 권한이 있는 상관이 부하가 제출한 안건을 검토하여 허가하거나 승인함,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
192,192,양미역취,ALTISSIMA,ATSSM,국화과의 여러해살이 풀. 키가 1~2.5m이고 잎은 촘촘하게 어긋난 피침 모양으로 난다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
193,193,활동자료,ACTIVITY DATA,ATTD,어떤 일의 성과를 거두기 위하여 몸을 움직여 얻은 정보,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
194,194,부착돌말류,ATTACHED DIATOM,ATTDM,하천생태계 먹이사슬의 1차 생산자로서 하상의 자갈이나 호박돌 등의 돌(기질)에 부착하여 서식하는 돌말류,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
195,195,속성,ATTRIBUTE,ATTR,사물의 특징이나 성질,N,,,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
196,196,입회,ATTEND AND WITNESS,ATWT,일이 진행되는 현장에 가서 지켜보는 행위,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
197,197,경매용,AUCTION,AUC,1. 같은 종류의 물건을 파는 사람이 여럿일 때 가장 싸게 팔겠다는 사람에게 물건을 사들이는 용도
2. 물건을 사려는 사람이 여럿일 때 값을 가장 높이 부르는 사람에게 파는 용도,N,,경매,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
198,198,AU컬럼,AU COLUMN,AUCOL,(테이블·엑셀 등) AU컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
199,199,감사,AUDIT,AUDT,법인의 재산이나 업무를 감사하는 상설기관. 또는 그런 사람,N,,,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
200,200,저자,AUTHOR,AUT,著者. 글로 써서 책을 지어 낸 사람,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
201,201,전거,AUTHORITY(A SOURCE),AUTHRS,1. 말이나 문장의 근거가 되는 문헌상의 출처
2. 규칙이나 법칙으로 삼는 근거,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
202,202,권한,AUTHORITY,AUTHRT,權限. 어떤 사람이나 기관의 권리나 권력이 미치는 범위,N,,권한별,,수정,2021-07-14 00:00:00.0,Y,3차,20241111 13:35:04
203,203,자동,AUTOMATIC,AUTO,기계나 설비 따위가 자체 내에 있는 일정한 장치의 작용에 의하여 스스로 작동함 또는 그런 기계,N,,,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
204,204,승인자,APPROVAL PERSON,AUTZR,承認者. 승인을 하는 권한을 가졌거나 승인을 한 사람이나 조직,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
205,205,AV컬럼,AV COLUMN,AVCOL,(테이블·엑셀 등) AV컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
206,206,평균,AVERAGE,AVG,1. 어떤 값들의 집합의 적절한 특징을 나타내거나 요약하는 것
2. 여러 사물의 질이나 양 따위를 통일적으로 고르게 한것,N,,,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
207,207,예년,AVERAGE YEAR,AVRYR,1. 보통의 해
2. 일기 예보에서， 지난 30년간의 기후의 평균적 상태를 이르는 말,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
208,208,항공,AVIATION,AVTN,비행기 등으로 공중을 날아다님,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
209,209,통지,AVERTISSEMENT,AVTSMT,通知. 기별을 보내어 알게 함,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
210,210,AW컬럼,AW COLUMN,AWCOL,(테이블·엑셀 등) AW컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
211,211,시상,AWARD,AWRD,상장이나 상품， 상금 따위를 줌,N,,수상,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
212,212,수상자,AWARDEE,AWRDR,상을 받는 사람,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
213,213,수상작,AWARD ART,AWRT,상을 받은 작품,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
214,214,자동기상관측소,AUTOMATIC WEATHER STATION,AWS,사람이 상주하기 적합하지 않은 외딴 곳의 관측값을 자동적으로 본부로 보내주는 기상관측소,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
215,215,AX컬럼,AX COLUMN,AXCOL,(테이블·엑셀 등) AX컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
216,216,AY컬럼,AY COLUMN,AYCOL,(테이블·엑셀 등) AY컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
217,217,AZ컬럼,AZ COLUMN,AZCOL,(테이블·엑셀 등) AZ컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
218,218,BA컬럼,BA COLUMN,BACOL,(테이블·엑셀 등) BA컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
219,219,대역,BAND,BAND,어떤 폭으로써 정해진 범위. 최대 주파수에서 최저 주파수까지의 구역,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
220,220,은행,BANK,BANK,銀行. 예금을 받아 그 돈을 자금으로 하여 대출， 어음 거래， 증권의 인수 따위를 업무로 하는 금융 기관,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
221,221,기초,BASE,BASE,基礎，
1. 사물이나 일 따위의 기본이 되는 토대
2. 건물， 다리 따위와 같은 구조물의 무게를 받치기 위하여 만든 밑 받침,N,,기반， 기저,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
222,222,근거,BASIS,BASS,근본이 되는 거점 혹은 증거,N,,,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
223,223,일괄,BATCH (PROCESSING),BAT,한데 묶음. 한데 아우름,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
224,224,전지,BATTERY,BATT,전기 에너지를 화학 에너지로 바꾸어 모아 두었다가 필요한 때에 전기로 재생하는 장치,N,,배터리,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
225,225,BAU,BUSINESS AS USUAL,BAU,온실가스 배출량 전망치,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
226,226,BB컬럼,BB COLUMN,BBCOL,(테이블·엑셀 등) BB컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
227,227,게시판,BULLETIN BOARD SYSTEM,BBS,揭示板. 여러 사람에게 알릴 내용을 내붙이거나 내걸어 두루 보게 붙이는 판,N,,,,수정,2022-09-23 00:00:00.0,Y,5차,20241111 13:35:04
228,228,가시박,BUR CUCUMBER,BCB,물가에서 자라는 일년생 초본. 줄기는 4~8미터 정도이며， 덩굴손으로 다른 물체를 감고 자란다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
229,229,BC컬럼,BC COLUMN,BCCOL,(테이블·엑셀 등) BC컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
230,230,변경전,BEFORE CHANGE,BCHG,변경하기 전,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
231,231,벤치마크,BENCHMARK,BCHM,토지의 높이를 측량할 때에 표고의 기준이 되는 점,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
232,232,세포,BIOLOGY CELL,BCLL,생물체를 이루는 기본 단위,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
233,233,군집,(BIOTIC) COMMUNITY,BCMNT,일정한 지역 내에서 생활하고 있는 모든 생물 개체군의 모임,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
234,234,B컬럼,B COLUMN,BCOL,(테이블·엑셀 등) B컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
235,235,박테리아,BACTERIA,BCTR,생물체 가운데 가장 미세하고 가장 하등에 속하는 단세포 생활체. 다른 생물체에 기생하여 병을 일으키기도 하고 발효나 부패 작용을 하기도 하여 생태계의 물질 순환에 중요한 역할을 한다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
236,236,BD컬럼,BD COLUMN,BDCOL,(테이블·엑셀 등) BD컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
237,237,활엽수림,A BROADLEAF FOREST,BDF,활엽수로 이루어진 숲,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
238,238,백두대간,BAEKDUDAEGAN MOUNTAIN RANGE,BDMTRG,백두산 병사봉에서 지리산 천왕봉에 이르는 길이 약 1，470km의 산줄기를 이르는 말,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
239,239,부담금,BURDEN CHARGE,BDNC,어떠한 일에 책임을 지고 내야 하는 돈,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
240,240,건축물,BUILDINGS & STRUCTURES,BDST,建築物. 땅 위에 지은 구조물 중에서 지붕， 기둥， 벽이 있는 건물을 통틀어 이르는 말,N,,,,제정,2023-09-06 00:00:00.0,Y,5차,20241111 13:35:04
241,241,본문,BODY TEXT,BDTXT,주요 내용을 이룬 부분의 글,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
242,242,업체확정,BUSINESS ENTITY CONFIRMATION,BECM,사업이나 기업의 주체를 확실하게 정함,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
243,243,BE컬럼,BE COLUMN,BECOL,(테이블·엑셀 등) BE컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
244,244,BF컬럼,BF COLUMN,BFCOL,(테이블·엑셀 등) BF컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
245,245,이전,BEFORE,BFR,以前. 기준이 되는 때를 포함하여 그보다 앞,N,,,,수정,2022-09-23 00:00:00.0,Y,5차,20241111 13:35:04
246,246,보퍼트,BEAUFORT SCALE,BFT,보퍼트 풍력(風力) 계급,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
247,247,이전연도,BEFORE YEAR,BFY,기준이 되는 때를 포함하여 그보다 앞 연도,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
248,248,블루길,BLUE GILL,BG,검정우럭과의 민물고기. 몸의 길이는 20cm 정도이며 아가미뚜껑 바로 위에 진한 녹색의 커다란 얼룩점이 있다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
249,249,BG컬럼,BG COLUMN,BGCOL,(테이블·엑셀 등) BG컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
250,250,착공,BEGIN CONSTRUCTION,BGNCST,着工. 공사를 시작함,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
251,251,시작,BEGINNING,BGNG,始作. 어떤 일이나 행동의 처음 단계를 이루거나 그렇게 하게 함. 또는 그 단계,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
252,252,바이오가스,BIOGAS,BGS,미생물 따위를 이용하여 생산한 수소 메탄과 같은 연료용 가스를 통틀어 이르는 말,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
253,253,예산,BUDGET,BGT,豫算. 필요한 비용을 미리 헤아려 계산함. 또는 그 비용,N,,,,수정,2021-07-14 00:00:00.0,Y,2차,20241111 13:35:04
254,254,BH컬럼,BH COLUMN,BHCOL,(테이블·엑셀 등) BH컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
255,255,BI컬럼,BI COLUMN,BICOL,(테이블·엑셀 등) BI컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
256,256,입찰,BID,BID,상품의 매매나 도급 계약을 체결할 때 여러 희망자들에게 각자의 낙찰 희망 가격을 서면으로 제출하게 하는 일,N,,입찰시,,제정,2023-09-06 00:00:00.0,Y,3차,20241111 13:35:04
257,257,이륜차,BIKE,BIKE,바퀴가 둘 달린 차를 통들어 이르는 말,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
258,258,의안,(PROPOSAL) BILL,BIL,議案 1. 회의 목적으로 삼을 사항의 "내용" (예: 제무제표 승인， 이익배당， 이사선임 등),N,,법안,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
259,259,생물군,BIOTA,BIOTA,어떤 지역에 살고 있는 모든 생물(체)들을 말한다. 어떤 단위로서 고려되는 식물군과 동물군을 말한다,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
260,260,조류,BIRDS,BIRDS,조강의 척추동물을 일상적으로 통틀어 이르는 말. 날짐승. 새,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
261,261,사업,BUSINESS,BIZ,어떠한 일을 일정한 목적과 계획을 가지고 짜임새 있게 지속적으로 경영함. 또는 그 일,N,,,,수정,2021-07-14 00:00:00.0,Y,1차,20241111 13:35:04
262,262,업소,BUSINESS ESTABLISHMENT,BIZEST,사업을 벌이고 있는 장소,N,,,,수정,2021-07-14 00:00:00.0,N,,20241111 13:35:04
263,263,BJ컬럼,BJ COLUMN,BJCOL,(테이블·엑셀 등) BJ컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
264,264,BK컬럼,BK COLUMN,BKCOL,(테이블·엑셀 등) BK컬럼,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
265,265,뒷자리,BACK DIGIT,BKDGT,1. 주민번호， 우편번호 등의 문자열에서 뒷 쪽 부분
2. 뒷 쪽의 자리,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
266,266,배경,BACKGROUND,BKGR,사건이나 환경， 인물 따위를 둘러싼 주위의 정경,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
267,267,책자,BOOKLET,BKLET,일정한 목적， 내용， 체재에 맞추어 사상， 감정， 지식 따위를 글이나 그림으로 표현하여 적거나 인쇄하여 묶어 놓은 것,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
268,268,북마크,BOOK MARK,BKMK,인터넷의 웹브라우저에서 웹사이트의 주소를 등록해 놓고 나중에 바로 찾아 갈 수 있도록 하는 기능,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
269,269,뒷면,BACK SIDE,BKSD,물체의 뒤쪽 면,N,,,,제정,2023-09-06 00:00:00.0,N,,20241111 13:35:04
270,270,백업,BACKUP,BKUP,잘못된 조작 때문에 데이터나 정보파일이 손상되는것에 대비하여 똑같은 파일을 여분으로 디스켓 따위에 복사해 두는 일,N,,후비,,제정,2023-09-06 00:00:00.0,Y,6차,20241111 13:35:04
